listing_id,date
259576,2013-10-08
259576,2013-10-11
259576,2013-10-14
259576,2013-10-18
259576,2013-10-21
259576,2013-10-25
259576,2013-11-04
259576,2013-11-12
259576,2013-11-16
259576,2013-11-23
259576,2013-11-30
259576,2013-12-02
259576,2013-12-12
259576,2013-12-17
259576,2013-12-22
259576,2013-12-30
259576,2013-12-31
259576,2014-01-02
259576,2014-01-05
259576,2014-01-07
259576,2014-01-09
259576,2014-01-28
259576,2014-02-01
259576,2014-02-03
259576,2014-02-07
259576,2014-02-22
259576,2014-02-27
259576,2014-03-03
259576,2014-03-06
259576,2014-03-14
259576,2014-03-20
259576,2014-03-23
259576,2014-03-28
259576,2014-04-04
259576,2014-04-07
259576,2014-04-09
259576,2014-04-14
259576,2014-04-17
259576,2014-04-20
259576,2014-04-23
259576,2014-04-28
259576,2014-05-02
259576,2014-05-05
259576,2014-05-14
259576,2014-05-27
259576,2014-06-17
259576,2014-06-20
259576,2014-06-24
259576,2014-06-29
259576,2014-07-02
259576,2014-07-12
259576,2014-07-29
259576,2014-08-02
259576,2014-08-08
259576,2014-08-11
259576,2014-08-18
259576,2014-09-02
259576,2014-09-06
259576,2014-09-13
259576,2014-09-20
259576,2014-10-02
259576,2014-10-06
259576,2014-10-09
259576,2014-10-16
259576,2014-10-19
259576,2014-10-22
259576,2014-10-28
259576,2014-10-30
259576,2014-11-04
259576,2014-11-08
259576,2014-11-11
259576,2014-11-14
259576,2014-11-21
259576,2014-11-29
259576,2014-12-13
259576,2014-12-23
259576,2014-12-26
259576,2015-01-02
259576,2015-01-31
259576,2015-02-08
259576,2015-02-21
259576,2015-02-24
259576,2015-03-01
259576,2015-03-17
259576,2015-03-31
259576,2015-04-10
259576,2015-04-14
259576,2015-04-20
259576,2015-04-24
259576,2015-04-28
259576,2015-05-17
259576,2015-05-21
259576,2015-05-26
259576,2015-05-27
259576,2015-05-31
259576,2015-06-07
259576,2015-06-10
259576,2015-06-24
259576,2015-06-29
259576,2015-07-11
259576,2015-07-14
259576,2015-07-25
259576,2015-07-29
259576,2015-08-02
259576,2015-08-07
259576,2015-08-22
259576,2015-08-28
259576,2015-09-06
259576,2015-09-12
259576,2015-09-15
259576,2015-09-21
259576,2015-09-25
259576,2015-09-30
259576,2015-10-04
259576,2015-10-10
259576,2015-10-14
259576,2015-10-24
259576,2015-10-28
259576,2015-11-06
259576,2015-11-23
259576,2015-12-06
259576,2015-12-11
259576,2015-12-19
259576,2015-12-26
259576,2015-12-29
259576,2016-01-01
259576,2016-01-05
259576,2016-01-13
259576,2016-01-18
259576,2016-01-21
259576,2016-01-24
259576,2016-02-03
259576,2016-02-09
259576,2016-02-14
259576,2016-02-19
259576,2016-02-22
259576,2016-02-27
259576,2016-03-05
259576,2016-03-12
259576,2016-03-17
259576,2016-03-20
259576,2016-03-26
259576,2016-04-02
259576,2016-04-06
259576,2016-04-15
259576,2016-04-24
259576,2016-04-27
259576,2016-05-01
259576,2016-05-14
259576,2016-05-20
259576,2016-05-23
259576,2016-05-27
259576,2016-06-03
259576,2016-06-06
259576,2016-06-11
259576,2016-06-13
259576,2016-06-17
259576,2016-06-22
259576,2016-06-26
259576,2016-06-29
259576,2016-07-02
259576,2016-07-10
259576,2016-07-15
259576,2016-07-19
259576,2016-07-24
259576,2016-07-30
259576,2016-08-01
259576,2016-08-07
259576,2016-08-16
259576,2016-08-20
259576,2016-08-23
259576,2016-08-28
259576,2016-08-31
259576,2016-10-03
259576,2016-10-08
259576,2016-10-15
259576,2016-10-19
259576,2016-10-26
259576,2016-10-31
259576,2016-11-05
259576,2016-11-08
259576,2016-11-13
259576,2016-11-28
259576,2016-12-04
259576,2016-12-12
259576,2016-12-24
259576,2017-01-03
259576,2017-01-06
259576,2017-01-09
259576,2017-01-16
259576,2017-01-20
259576,2017-01-24
259576,2017-01-30
259576,2017-02-02
259576,2017-02-06
259576,2017-02-09
259576,2017-02-13
259576,2017-02-16
259576,2017-02-19
259576,2017-03-05
259576,2017-03-09
259576,2017-03-13
259576,2017-03-17
259576,2017-03-20
259576,2017-03-24
259576,2017-03-28
259576,2017-04-02
259576,2017-04-07
259576,2017-04-13
259576,2017-04-16
259576,2017-04-27
259576,2017-04-30
259576,2017-05-03
259576,2017-05-06
259576,2017-05-10
259576,2017-05-15
259576,2017-05-18
259576,2017-05-28
259576,2017-06-01
259576,2017-06-04
259576,2017-06-08
259576,2017-06-12
259576,2017-06-15
259576,2017-06-18
259576,2017-06-30
259576,2017-07-03
259576,2017-07-10
259576,2017-07-13
259576,2017-07-19
259576,2017-07-23
259576,2017-07-30
259576,2017-08-04
259576,2017-08-07
259576,2017-08-10
259576,2017-08-19
259576,2017-08-27
259576,2017-08-31
259576,2017-09-04
259576,2017-09-15
259576,2017-09-20
259576,2017-09-25
259576,2017-10-07
259576,2017-10-11
259576,2017-10-14
259576,2017-10-22
259576,2017-10-31
259576,2017-11-13
259576,2017-11-17
259576,2017-11-27
259576,2017-12-01
259576,2017-12-09
259576,2017-12-15
259576,2017-12-18
259576,2017-12-22
259576,2018-01-01
259576,2018-01-05
259576,2018-01-10
259576,2018-01-12
259576,2018-01-18
259576,2018-01-22
259576,2018-01-27
259576,2018-02-12
259576,2018-02-14
259576,2018-02-19
259576,2018-02-27
259576,2018-03-02
259576,2018-03-05
259576,2018-03-07
259576,2018-03-09
259576,2018-03-15
259576,2018-03-18
259576,2018-03-23
259576,2018-03-27
259576,2018-03-29
259576,2018-03-31
259576,2018-04-05
259576,2018-04-10
259576,2018-04-13
259576,2018-04-15
259576,2018-04-17
259576,2018-04-19
259576,2018-04-23
259576,2018-04-27
259576,2018-05-02
259576,2018-05-08
259576,2018-05-18
259576,2018-05-28
259576,2018-06-08
259576,2018-06-11
259576,2018-06-14
259576,2018-06-17
259576,2018-06-21
259576,2018-06-23
259576,2018-06-29
259576,2018-06-30
259576,2018-07-03
259576,2018-07-07
259576,2018-07-10
259576,2018-07-13
259576,2018-07-15
259576,2018-07-19
259576,2018-07-21
259576,2018-07-24
259576,2018-07-29
259576,2018-08-01
259576,2018-08-06
259576,2018-08-12
259576,2018-08-16
259576,2018-08-18
259576,2018-08-22
259576,2018-08-26
259576,2018-09-05
259576,2018-09-07
259576,2018-09-08
259576,2018-09-11
259576,2018-09-12
259576,2018-10-01
259576,2018-10-05
259576,2018-10-07
259576,2018-10-09
259576,2018-10-12
259576,2018-10-15
259576,2018-10-21
259576,2018-10-28
259576,2018-10-31
259576,2018-11-02
259576,2018-11-04
259576,2018-11-12
259576,2018-11-14
259576,2018-11-16
259576,2018-11-20
259576,2018-11-25
259576,2018-11-27
259576,2018-11-30
259576,2018-12-02
259576,2018-12-09
259576,2018-12-16
259576,2018-12-18
259576,2018-12-21
259576,2018-12-25
259576,2019-01-02
259576,2019-01-09
259576,2019-01-12
259576,2019-01-14
259576,2019-01-16
259576,2019-01-27
259576,2019-02-07
259576,2019-02-20
259576,2019-02-24
259576,2019-03-03
259576,2019-03-06
259576,2019-03-09
259576,2019-03-15
259576,2019-03-22
259576,2019-03-24
259576,2019-03-26
259576,2019-04-03
259576,2019-04-07
259576,2019-04-14
259576,2019-04-16
259576,2019-04-18
259576,2019-04-21
259576,2019-04-23
259576,2019-05-01
259576,2019-05-03
259576,2019-05-05
259576,2019-05-09
259576,2019-05-12
259576,2019-05-20
259576,2019-05-23
259576,2019-05-26
259576,2019-05-28
259576,2019-05-30
259576,2019-06-06
259576,2019-06-09
259576,2019-06-15
259576,2019-06-17
259576,2019-06-20
259576,2019-06-23
